customer_id,customer_name,email,phone,city,state,region,customer_type,registration_date
469,Timothy Bauer,mannleroy@example.org,938-400-3296x33472,Campbellborough,South Dakota,WEST,REGULAR,2022-05-09
470,Michelle Williams,aaronjones@example.net,001-649-969-3578x243,Roblesfurt,Rhode Island,EAST,PREMIUM,2024-08-20
471,Stephanie Gallagher,ophillips@example.org,(975)836-1275x15627,North Kelly,North Carolina,EAST,VIP,2023-06-06
472,Evan Myers,xbrown@example.com,866.540.4735x047,New Jamie,South Dakota,WEST,PREMIUM,2022-07-15
473,James Deleon,david80@example.net,658-410-8358x32863,Martinborough,Oklahoma,EAST,PREMIUM,2023-09-18
474,James Washington,johnsonandrew@example.net,(844)803-3041,Port Joy,Louisiana,NORTH,VIP,2022-04-27
475,Adrian Greer,jonesjennifer@example.net,+1-621-696-3945x680,Harrisview,Tennessee,WEST,PREMIUM,2026-07-02
476,Jason Ramirez,bbennett@example.org,288-836-0765x8173,South Mitchell,Oregon,NORTH,PREMIUM,2022-07-11
477,Sean Burns,martin11@example.net,212.969.7893,Robertmouth,Georgia,SOUTH,PREMIUM,2021-11-28
478,Daniel Hart,hannah96@example.org,387.853.5778x8116,Port Alexander,North Dakota,SOUTH,REGULAR,2022-08-19
479,Jeff Jackson,jameskane@example.org,772.486.6041x64485,West Alexandra,Indiana,EAST,VIP,2024-10-03
480,Sarah Taylor,thomas35@example.net,970.756.2271x04331,North Colleenburgh,California,SOUTH,REGULAR,2024-07-30
481,Robert Parrish,michaelsmith@example.org,001-345-496-4883,Lake Javierburgh,Kentucky,WEST,PREMIUM,2026-05-24
482,Erin Ingram,martinezalexa@example.net,001-594-397-3203,East Fred,Alabama,SOUTH,PREMIUM,2024-05-07
483,Jessica Ruiz,huangbrett@example.net,381-538-6667x5485,Lake Martha,Virginia,EAST,PREMIUM,2022-10-24
484,Melissa Grant,fcastro@example.net,(452)205-7563x98365,South Michael,Illinois,EAST,VIP,2021-08-24
485,Lisa Johnson,mark54@example.net,976-404-4090x797,Bradyside,Connecticut,EAST,REGULAR,2021-12-03
486,Roy Wilson,anthony22@example.org,705.218.4390x552,Butlerton,California,WEST,PREMIUM,2023-03-29
487,Lee Barker,jessicamiller@example.com,(320)344-8515x79197,East Jessicaburgh,Massachusetts,SOUTH,PREMIUM,2021-10-08
488,Shawn Harding,kristinarobinson@example.com,532-540-6424x2956,Nicoleburgh,Maine,SOUTH,PREMIUM,2023-10-21
489,Hannah May,fbaker@example.com,520.796.2893x654,Christopherborough,Kentucky,WEST,REGULAR,2023-06-16
490,Charlotte Taylor,hgreen@example.net,001-755-296-9051,South Thomas,Michigan,NORTH,PREMIUM,2022-06-14
491,Nicole Gonzales,robintorres@example.com,+1-979-896-6734x595,Billybury,Wisconsin,EAST,REGULAR,2025-11-29
492,Allen Hunt,fisherkim@example.net,998-839-2250x1425,South Aaron,Georgia,NORTH,VIP,2023-04-21
493,Jessica Ramsey,kevinmiller@example.org,(885)507-2517,Barnettmouth,Virginia,EAST,REGULAR,2023-08-31
494,Gabriel Campbell,hugheslucas@example.org,+1-769-768-1579x03923,Waltertown,South Carolina,SOUTH,REGULAR,2024-12-26
495,Eric Davis,brewerdevin@example.org,(826)324-4670x4622,Drakestad,Utah,WEST,REGULAR,2022-06-18
496,Kenneth Cruz,alara@example.org,707.966.0464x197,Meganstad,Delaware,SOUTH,REGULAR,2023-02-13
497,Adam Vaughan,yschmidt@example.net,001-394-938-9760x740,Richardsonstad,Kentucky,NORTH,VIP,2025-03-21
498,Howard Smith,emily08@example.com,440-491-5086x32181,Jordanview,Minnesota,NORTH,VIP,2025-06-30
499,Laura Williams,samanthaberger@example.net,450-629-1681x54660,Port Ritaville,Illinois,SOUTH,VIP,2026-06-15
500,Dana Lindsey,wanda98@example.net,(497)636-4248x096,Adamborough,Alaska,SOUTH,REGULAR,2025-02-14
